"chr","start","end","idist"
"chr1",1131964,1131965,11.8543781357567
"chr1",1841262,1841263,9.05730573580712
"chr1",2034048,2034049,10.2384586630311
"chr1",2380567,2380568,11.9066418260438
"chr1",15392143,15392144,9.68346412855816
"chr1",15853878,15853879,11.9130563714877
"chr1",25357481,25357482,10.1759925333881
"chr1",27680267,27680268,11.11859315664
"chr1",27747679,27747680,11.8051920126381
"chr1",27881624,27881625,10.6152601972192
"chr1",29328629,29328630,9.72112599494215
"chr1",35894318,35894319,11.0753193235296
"chr1",39278151,39278152,11.9974666598783
"chr1",39440493,39440494,11.0468819839761
"chr1",40391532,40391533,11.6444097637271
"chr1",46618550,46618551,11.9681960946139
"chr1",49415211,49415212,11.4965826456301
"chr1",51748729,51748730,11.2411561109785
"chr1",51824931,51824932,11.2556044618544
"chr1",52078819,52078820,7.77779262633883
"chr1",52081205,52081206,11.4864685469079
"chr1",53861075,53861076,11.506112308037
"chr1",57657581,57657582,10.1042627879883
"chr1",57682027,57682028,10.7787062586348
"chr1",66095725,66095726,11.9279315792455
"chr1",66247162,66247163,10.9847841189946
"chr1",66716844,66716845,11.3306359076643
"chr1",66800179,66800180,10.2606373836981
"chr1",66828763,66828764,10.1761448157198
"chr1",66855031,66855032,9.36845461506987
"chr1",67944593,67944594,11.6617591776032
"chr1",74656343,74656344,9.76059822498589
"chr1",75231280,75231281,10.6504124387765
"chr1",86398771,86398772,1.6094379124341
"chr1",86398775,86398776,5.41164605185504
"chr1",86398998,86398999,11.9921489603249
"chr1",88948040,88948041,10.0939012792274
"chr1",88972234,88972235,4.59511985013459
"chr1",88972332,88972333,11.8259462826871
"chr1",99883111,99883112,9.97371299742563
"chr1",100767335,100767336,11.7945944952649
"chr1",101124383,101124384,11.0087940515636
"chr1",102160696,102160697,11.8692423448117
"chr1",102303501,102303502,10.7575198286137
"chr1",106288625,106288626,10.1258307836796
"chr1",109494878,109494879,5.53733426701854
"chr1",109495131,109495132,1.38629436111989
"chr1",109495134,109495135,0
"chr1",109495134,109495135,11.9577971663908
"chr1",109846792,109846793,0
"chr1",109846792,109846793,11.2680729704938
"chr1",110792951,110792952,11.4503796237932
"chr1",110886887,110886888,11.4514542348821
"chr1",110980924,110980925,11.3638452419561
"chr1",111067073,111067074,9.79344944732719
"chr1",111084988,111084989,10.2189185379403
"chr1",111112404,111112405,11.2979484763224
"chr1",111193059,111193060,10.8149868236742
"chr1",112684966,112684967,11.9942337056369
"chr1",112846784,112846785,11.7729022663298
"chr1",113996099,113996100,11.773865638979
"chr1",114578305,114578306,11.6539474826821
"chr1",114693449,114693450,11.8057965511735
"chr1",115163971,115163972,11.4207224529166
"chr1",115629310,115629311,10.2388162784553
"chr1",115657277,115657278,11.7021481540775
"chr1",115778107,115778108,11.8772282428727
"chr1",118106476,118106477,10.5516373671653
"chr1",118144715,118144716,8.80971354050827
"chr1",118151413,118151414,7.04403289727469
"chr1",118152558,118152559,9.08839870117094
"chr1",118161409,118161410,3.29583686600433
"chr1",118161435,118161436,4.74493212836325
"chr1",118161549,118161550,8.63230599851674
"chr1",118167158,118167159,10.144628180552
"chr1",118192611,118192612,9.09717167387054
"chr1",118201540,118201541,8.40290404501411
"chr1",118205999,118206000,9.8522995157667
"chr1",118225000,118225001,9.39274525863144
"chr1",118237000,118237001,1.6094379124341
"chr1",118237004,118237005,8.21932609390609
"chr1",118240715,118240716,7.8804263442924
"chr1",118243359,118243360,10.9114819686205
"chr1",118298160,118298161,10.3319202089307
"chr1",118328856,118328857,9.47608353690921
"chr1",118341899,118341900,9.59607884990031
"chr1",119400902,119400903,4.17438726989564
"chr1",119400966,119400967,2.83321334405622
"chr1",119400982,119400983,2.484906649788
"chr1",119400993,119400994,3.95124371858143
"chr1",119401044,119401045,5.01727983681492
"chr1",119401194,119401195,1.09861228866811
"chr1",120095951,120095952,11.4099509893424
"chr1",144926075,144926076,12.0074509605227
"chr1",145090046,145090047,8.86106654351776
"chr1",145097097,145097098,10.6524950825927
"chr1",150175961,150175962,10.371395236823
"chr1",150681843,150681844,10.7648573655105
"chr1",150729170,150729171,6.76503897678054
"chr1",150934224,150934225,11.4051509267921
"chr1",151024006,151024007,11.1182073999587
"chr1",151091392,151091393,11.7695888951323
"chr1",151483403,151483404,12.0428770165347
"chr1",151653287,151653288,11.3005858404885
"chr1",154920520,154920521,10.2299816007733
"chr1",154948241,154948242,10.755666338943
"chr1",155441192,155441193,9.26586968176866
"chr1",155451762,155451763,11.3695168816749
"chr1",155778270,155778271,9.85597656986508
"chr1",155797341,155797342,10.542284138346
"chr1",155835224,155835225,10.3763308959742
"chr1",155867314,155867315,11.9493787739548
"chr1",156022034,156022035,11.2536364670197
"chr1",156099193,156099194,9.76163592829589
"chr1",156116547,156116548,10.9280944278937
"chr1",156172266,156172267,11.3992191083544
"chr1",156261517,156261518,8.5143892640835
"chr1",157027539,157027540,11.5807056013912
"chr1",157577045,157577046,9.65771488316156
"chr1",158075131,158075132,11.703000221219
"chr1",159953583,159953584,12.0446531114757
"chr1",160123769,160123770,11.8493262704689
"chr1",160263758,160263759,8.00903068506973
"chr1",160521654,160521655,11.4977306055877
"chr1",161002355,161002356,11.9658401565312
"chr1",161975042,161975043,10.2463677854527
"chr1",162299213,162299214,7.39633529380081
"chr1",164873867,164873868,11.6755203915802
"chr1",168186186,168186187,0
"chr1",173475629,173475630,10.784959070432
"chr1",175271514,175271515,11.0670757666666
"chr1",175335541,175335542,11.8926624245057
"chr1",175729709,175729710,11.8620177329475
"chr1",178422013,178422014,11.7928878169068
"chr1",178554320,178554321,9.54516840048491
"chr1",178568296,178568297,9.64290170574605
"chr1",179178164,179178165,9.46676394852519
"chr1",181962613,181962614,11.764073212694
"chr1",186917712,186917713,10.2854451788423
"chr1",187899323,187899324,9.18317470390341
"chr1",187909054,187909055,10.8255416442994
"chr1",187959342,187959343,11.9794856724382
"chr1",188372563,188372564,11.2624749491238
"chr1",198924106,198924107,11.7906859811548
"chr1",201863944,201863945,9.96744778149501
"chr1",203243232,203243233,9.62364136585212
"chr1",203258349,203258350,10.0610039904111
"chr1",203281760,203281761,9.83268948122741
"chr1",203300392,203300393,10.2750511089686
"chr1",203646935,203646936,11.7092485414
"chr1",204731048,204731049,10.868873164054
"chr1",206650430,206650431,11.0991358037158
"chr1",206716543,206716544,11.0309626083893
"chr1",206778299,206778300,11.0053944081537
"chr1",206838496,206838497,10.6905120686874
"chr1",207262072,207262073,10.8143435429202
"chr1",207753350,207753351,11.6712104439359
"chr1",209264735,209264736,9.29935806829384
"chr1",215925572,215925573,11.9670346948381
"chr1",216669322,216669323,10.3881334585187
"chr1",222022890,222022891,8.85166342536678
"chr1",223311686,223311687,11.5086664080498
"chr1",226266914,226266915,9.36297561839978
"chr1",226918306,226918307,10.0405937977541
"chr1",226941244,226941245,11.6620607314695
"chr1",239943288,239943289,11.218003917307
"chr1",242143435,242143436,11.9705971169933
"chr1",243508100,243508101,10.6897379338582
"chr2",3931635,3931636,0
"chr2",3931635,3931636,0
"chr2",3931635,3931636,0
"chr2",3931635,3931636,0
"chr2",3931635,3931636,0
"chr2",3931635,3931636,0
"chr2",3931635,3931636,0
"chr2",3931635,3931636,0
"chr2",3931635,3931636,1.94591014905531
"chr2",3931641,3931642,2.70805020110221
"chr2",3931655,3931656,3.8286413964891
"chr2",3931700,3931701,1.09861228866811
"chr2",3931702,3931703,1.94591014905531
"chr2",3931708,3931709,1.79175946922805
"chr2",3931713,3931714,1.6094379124341
"chr2",3931717,3931718,1.79175946922805
"chr2",3931722,3931723,2.70805020110221
"chr2",3931736,3931737,4.00733318523247
"chr2",3931790,3931791,3.61091791264422
"chr2",3931826,3931827,3.66356164612965
"chr2",3931864,3931865,5.17614973257383
"chr2",3932040,3932041,3.78418963391826
"chr2",3932083,3932084,3.8286413964891
"chr2",8694049,8694050,11.8341390206308
"chr2",13534906,13534907,11.6701770463147
"chr2",18686735,18686736,11.2006227773362
"chr2",32652192,32652193,10.5287037975555
"chr2",54332926,54332927,10.8094854949249
"chr2",54604300,54604301,9.50918491163407
"chr2",54617782,54617783,11.6005608139155
"chr2",54726940,54726941,10.2884778074549
"chr2",64415569,64415570,10.6301662163049
"chr2",64456932,64456933,10.734699584052
"chr2",64502853,64502854,10.4189424446858
"chr2",64536340,64536341,11.1550211942903
"chr2",64606253,64606254,11.9616224614704
"chr2",64762879,64762880,10.9532596757848
"chr2",64820018,64820019,10.8563223415909
"chr2",64871878,64871879,8.28928832300032
"chr2",64875858,64875859,9.9275458176292
"chr2",64896344,64896345,9.15609535712379
"chr2",67454613,67454614,10.2728763320616
"chr2",68838145,68838146,9.64756251169754
"chr2",69021898,69021899,8.66802408111882
"chr2",69027711,69027712,11.9809083037937
"chr2",69187387,69187388,11.5699388682967
"chr2",70170331,70170332,11.354621170818
"chr2",70255689,70255690,9.2750038853019
"chr2",70266356,70266357,11.7351966358713
"chr2",70391246,70391247,9.25607826365004
"chr2",81247306,81247307,11.6496567325299
"chr2",83688071,83688072,11.2865266209353
"chr2",84425342,84425343,8.93826914703855
"chr2",84432959,84432960,11.4341960612021
"chr2",84525387,84525388,9.14750706280461
"chr2",85623332,85623333,11.7602229472265
"chr2",85751387,85751388,10.1355115556563
"chr2",86096378,86096379,9.98585064296125
"chr2",86118094,86118095,11.6651142214839
"chr2",88500703,88500704,11.4194386218768
"chr2",88782869,88782870,11.2349560713722
"chr2",89036865,89036866,8.57922858233569
"chr2",89042184,89042185,10.7747599977586
"chr2",89089982,89089983,8.64329706821196
"chr2",89095653,89095654,9.33943694531059
"chr2",89107030,89107031,8.76764057725779
"chr2",89113452,89113453,9.49769739160402
"chr2",89126780,89126781,8.23695004806146
"chr2",89130557,89130558,7.45124168498768
"chr2",89132278,89132279,8.84922702143852
"chr2",89139246,89139247,9.41466800903275
"chr2",89151512,89151513,7.91315518592807
"chr2",89154244,89154245,7.09672137849476
"chr2",89155451,89155452,7.05789793741186
"chr2",89156612,89156613,7.82324569068552
"chr2",89159109,89159110,7.55381085200823
"chr2",89161016,89161017,9.60904937558734
"chr2",89175914,89175915,8.47616284185825
"chr2",89180712,89180713,10.737678462327
"chr2",89226770,89226771,9.96251089298559
"chr2",89247985,89247986,9.86235300917757
"chr2",89841780,89841781,10.7332831377872
"chr2",111570213,111570214,11.9964929379654
"chr2",112932677,112932678,10.9871046396967
"chr2",112991783,112991784,10.4580046499265
"chr2",135866379,135866380,11.2713251303055
"chr2",136186186,136186187,10.2350908120458
"chr2",137645665,137645666,11.5807896997864
"chr2",137752686,137752687,11.6475874682136
"chr2",141852327,141852328,6.67834211465433
"chr2",141853121,141853122,4.54329478227
"chr2",141853214,141853215,3.80666248977032
"chr2",141853258,141853259,4.06044301054642
"chr2",148939878,148939879,9.42770727051294
"chr2",152958018,152958019,11.1477141900092
"chr2",163679534,163679535,10.9923356596909
"chr2",168363042,168363043,11.9482341244191
"chr2",171749377,171749378,11.9439218582748
"chr2",172274063,172274064,11.3537655933976
"chr2",172853614,172853615,11.3213774752458
"chr2",172936181,172936182,11.8830396957755
"chr2",174809433,174809434,10.6192275817487
"chr2",175488398,175488399,11.1169898070782
"chr2",180250876,180250877,9.19380440333608
"chr2",200338572,200338573,11.4276071993129
"chr2",202100481,202100482,10.7339589239593
"chr2",228820961,228820962,5.17048399503815
"chr2",230102233,230102234,11.5721467496283
"chr2",231879278,231879279,11.8004025164066
"chr2",232012583,232012584,11.3580128282609
"chr2",232098231,232098232,7.87207397986687
"chr2",234387313,234387314,11.2456340821662
"chr3",2529477,2529478,11.700135055837
"chr3",11386103,11386104,11.8481469196898
"chr3",12963745,12963746,7.7393592026891
"chr3",12966041,12966042,11.0738156687458
"chr3",13961200,13961201,10.9777217624762
"chr3",15500109,15500110,11.831553726312
"chr3",15637632,15637633,11.7879629302639
"chr3",45586408,45586409,10.8730156877927
"chr3",45639141,45639142,11.6148591156276
"chr3",46258794,46258795,9.36845461506987
"chr3",46270506,46270507,11.4765207830764
"chr3",46366930,46366931,10.2511116609544
"chr3",46395243,46395244,9.33406129896594
"chr3",46406559,46406560,10.0504409654923
"chr3",46429724,46429725,11.9471011192123
"chr3",46584092,46584093,12.1498514394326
"chr3",46773157,46773158,9.94400550083902
"chr3",46793983,46793984,11.6390205264944
"chr3",48247319,48247320,8.47324130388705
"chr3",48252103,48252104,12.0261921070254
"chr3",49316524,49316525,10.3920062157796
"chr3",49349121,49349122,11.4318780861169
"chr3",49441335,49441336,5.24702407216049
"chr3",49441524,49441525,3.49650756146648
"chr3",49441556,49441557,10.9173767531742
"chr3",50061125,50061126,11.8163578475132
"chr3",50196574,50196575,9.20482519128807
"chr3",50206518,50206519,9.46125472023575
"chr3",50219369,50219370,11.2570520890331
"chr3",50296792,50296793,9.84776340376377
"chr3",51024923,51024924,12.1580529344855
"chr3",52777677,52777678,9.7626725558939
"chr3",52795049,52795050,11.0245786229647
"chr3",52856412,52856413,11.9925761612675
"chr3",53017962,53017963,10.6821241191115
"chr3",53061531,53061532,9.80510265061473
"chr3",53079656,53079657,8.29978317194979
"chr3",53083678,53083679,8.71800933084636
"chr3",53089789,53089790,10.7498707089949
"chr3",53136412,53136413,10.4468868467336
"chr3",53170848,53170849,11.6993137414389
"chr3",53530686,53530687,9.24744345992769
"chr3",64514552,64514553,11.8246658025151
"chr3",67666008,67666009,10.4941589415068
"chr3",67702111,67702112,11.9588733100573
"chr3",78039017,78039018,11.990171554173
"chr3",109751523,109751524,4.31748811353631
"chr3",109751597,109751598,3.73766961828337
"chr3",109751638,109751639,3.25809653802148
"chr3",109751663,109751664,3.04452243772342
"chr3",109751683,109751684,3.61091791264422
"chr3",109751719,109751720,6.08677472691231
"chr3",110412909,110412910,6.61204103483309
"chr3",110413652,110413653,4.79579054559674
"chr3",110413772,110413773,5.35185813347607
"chr3",111275066,111275067,0
"chr3",111275066,111275067,0
"chr3",111275066,111275067,0
"chr3",112247860,112247861,7.63288550539513
"chr3",128392780,128392781,7.59588991771854
"chr3",133210545,133210546,10.5412277258243
"chr3",140910032,140910033,10.4300782518805
"chr3",140943894,140943895,11.9954997513898
"chr3",141105917,141105918,6.50578406012823
"chr3",141106585,141106586,11.9838099561432
"chr3",141473958,141473959,11.7438863809123
"chr3",141599938,141599939,10.9756874172524
"chr3",143834906,143834907,10.8070779758321
"chr3",151365885,151365886,6.24610676548156
"chr3",162161589,162161590,11.6521829322932
"chr3",168792182,168792183,11.8315319116999
"chr3",168929702,168929703,10.3951609374575
"chr3",168962402,168962403,12.1243744015457
"chr3",169146711,169146712,10.6402687701161
"chr3",169188494,169188495,9.38303237979429
"chr3",169200378,169200379,4.48863636973214
"chr3",169200466,169200467,11.8112729590715
"chr3",169335228,169335229,10.3839673644497
"chr3",169367564,169367565,10.150894355986
"chr3",169638036,169638037,8.09712193091871
"chr3",169641320,169641321,9.90363754128725
"chr3",169661322,169661323,9.55965831946135
"chr3",169920822,169920823,11.5644452337105
"chr3",170026108,170026109,10.0397215398594
"chr3",170049026,170049027,11.5064445088705
"chr3",170148379,170148380,8.75273950944749
"chr3",170154706,170154707,12.0718381486429
"chr3",170329582,170329583,11.8337908312122
"chr3",170723588,170723589,11.1485351194338
"chr3",170793049,170793050,11.4595668814458
"chr3",171873486,171873487,11.6309040370637
"chr3",171986007,171986008,10.5526044725899
"chr3",182418798,182418799,11.8633780903744
"chr3",183287617,183287618,10.516237796024
"chr3",184612233,184612234,11.8429915114169
"chr3",193179689,193179690,11.7632171482035
"chr3",193776850,193776851,11.976917309597
"chr3",195744051,195744052,11.574171070407
"chr3",196083428,196083429,10.9881192330164
"chr3",196142594,196142595,10.6347731299871
"chr3",196818062,196818063,11.6248424399973
