	chr	startpos	endpos	BAF	pval	LogR	ntot	nMaj1_A	nMin1_A	frac1_A	nMaj2_A	nMin2_A	frac2_A	SDfrac_A	SDfrac_A_BS	frac1_A_0.025	frac1_A_0.975	nMaj1_B	nMin1_B	frac1_B	nMaj2_B	nMin2_B	frac2_B	SDfrac_B	SDfrac_B_BS	frac1_B_0.025	frac1_B_0.975	nMaj1_C	nMin1_C	frac1_C	nMaj2_C	nMin2_C	frac2_C	SDfrac_C	SDfrac_C_BS	frac1_C_0.025	frac1_C_0.975	nMaj1_D	nMin1_D	frac1_D	nMaj2_D	nMin2_D	frac2_D	SDfrac_D	SDfrac_D_BS	frac1_D_0.025	frac1_D_0.975	nMaj1_E	nMin1_E	frac1_E	nMaj2_E	nMin2_E	frac2_E	SDfrac_E	SDfrac_E_BS	frac1_E_0.025	frac1_E_0.975	nMaj1_F	nMin1_F	frac1_F	nMaj2_F	nMin2_F	frac2_F	SDfrac_F	SDfrac_F_BS	frac1_F_0.025	frac1_F_0.975
1	1	811590	63638240	0.504830587948555	1	-0.127468231118436	1.98724921962543	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	1	63638520	118164794	0.759650481544823	1	-0.732015186387789	1.01355088263535	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	1	118165328	145732814	0.701757869146233	1	0.637152197098185	3.9752601332549	3	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	1	145736207	188624613	0.756151429350805	1	0.92524160021867	5.04332835984024	4	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	1	188629757	249216384	0.630818681608593	1	0.310015920630254	2.99484857546805	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	2	11320	242838874	0.505072811983933	1	-0.114031144091854	2.0138653002903	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	3	64165	179388406	0.50463824705257	1	-0.116011080846818	2.0099278668151	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	3	179389458	190583583	0.777590243969369	1	-0.741045306480662	1.11476447461568	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9	3	190587481	192336150	0.738338596671195	2.53688346039258e-86	-0.713527609031252	1.03767735282636	1	0	0.922296927359214	1	1	0.0777030726407859	0.00386716508384921	0.00375699202932405	0.914636809702923	0.929381221598096	1	0	0.961148463679607	1	2	0.038851536320393	0.00193358254192461	0.00187849601466202	0.957318404851462	0.964690610799048	0	0	0.219257318354075	1	0	0.780742681645925	0.00923757242771819	0.00897144483836834	0.202073996691398	0.23698904296883	0	0	0.609628659177038	2	0	0.390371340822962	0.00461878621385897	0.00448572241918417	0.601036998345699	0.618494521484416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	3	192336995	197842892	0.778749855554331	1	-0.725357468035096	1.12509959368242	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11	4	81303	1865381	0.770457973696843	1	-0.827338071447608	1.05349388173565	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12	4	1880235	2683619	0.645892165341115	2.85539963203135e-07	0.320292314293797	3.02238446912439	2	1	0.822859261165423	3	1	0.177140738834577	0.0351819354143566	0.0351787896357973	0.755106204827274	0.893950965229837	1	1	0.411429630582711	3	1	0.588570369417289	0.0175909677071782	0.0175893948178986	0.377553102413637	0.446975482614918	2	1	0.911429630582711	4	1	0.0885703694172887	0.0175909677071785	0.0175893948178986	0.877553102413637	0.946975482614918	2	0	0.0971167120837553	2	1	0.902883287916245	0.0179761460443475	0.0184328830157147	0.0587367364325715	0.13161621573874	2	0	0.548558356041878	2	2	0.451441643958122	0.00898807302217375	0.00921644150785734	0.529368368216286	0.56580810786937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13	4	2710306	190709869	0.505258102770505	1	-0.111003333681855	2.01989706477635	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14	5	1061571	43561759	0.701609404052835	1	0.618402994840143	3.91286475531767	3	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15	5	43563100	54168152	0.624928453689086	1	0.30381862864272	2.97833731301845	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16	5	54168675	59813977	0.50298201639275	1	-0.129192666697172	1.98385138397746	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	5	59814314	60257100	0.618717366404281	7.56220521202856e-05	0.324265670953468	3.03308388364972	2	1	0.931971914091363	2	2	0.0680280859086372	0.0172498294530482	0.0165629864608497	0.897725934501116	0.962603175710292	2	0	0.465985957045681	2	2	0.534014042954319	0.0086249147265241	0.00828149323042484	0.448862967250558	0.481301587855146	2	1	0.965985957045681	2	3	0.0340140429543185	0.00862491472652416	0.00828149323042482	0.948862967250558	0.981301587855146	1	1	0.110390965772507	2	1	0.889609034227493	0.0267202271553348	0.0256214907513954	0.0612046819574447	0.16193817335659	0	1	0.0551954828862533	2	1	0.944804517113747	0.0133601135776674	0.0128107453756977	0.0306023409787224	0.0809690866782949	1	1	0.555195482886253	3	1	0.444804517113747	0.013360113577668	0.0135633446467917	0.528637029390883	0.582255191246084
18	5	60258548	96204254	0.503581632161937	1	-0.122422726633149	1.99721426230899	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19	5	96204384	96447122	0.622482222405357	1	0.315354433743598	3.00912879426067	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
