	chr	startpos	endpos	BAF	pval	LogR	ntot	nMaj1_A	nMin1_A	frac1_A	nMaj2_A	nMin2_A	frac2_A	SDfrac_A	SDfrac_A_BS	frac1_A_0.025	frac1_A_0.975	nMaj1_B	nMin1_B	frac1_B	nMaj2_B	nMin2_B	frac2_B	SDfrac_B	SDfrac_B_BS	frac1_B_0.025	frac1_B_0.975	nMaj1_C	nMin1_C	frac1_C	nMaj2_C	nMin2_C	frac2_C	SDfrac_C	SDfrac_C_BS	frac1_C_0.025	frac1_C_0.975	nMaj1_D	nMin1_D	frac1_D	nMaj2_D	nMin2_D	frac2_D	SDfrac_D	SDfrac_D_BS	frac1_D_0.025	frac1_D_0.975	nMaj1_E	nMin1_E	frac1_E	nMaj2_E	nMin2_E	frac2_E	SDfrac_E	SDfrac_E_BS	frac1_E_0.025	frac1_E_0.975	nMaj1_F	nMin1_F	frac1_F	nMaj2_F	nMin2_F	frac2_F	SDfrac_F	SDfrac_F_BS	frac1_F_0.025	frac1_F_0.975
1	1	811716	63638520	0.503742532105781	1	-0.090485610611615	2.02108694619354	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	1	63638714	118162419	0.949098691590697	1	-1.05186059106161	0.984292581462344	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	1	118164722	183556620	0.749344403345954	1	0.888576338356274	4.09109008712753	3	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	1	183589199	184633232	0.671755574847502	0.0140282868924734	0.523920032811607	3.15271768454557	2	1	0.895755492192939	3	1	0.104244507807061	0.0435184658557756	0.0432279978377347	0.815579485142635	0.979518466105397	1	1	0.44787774609647	3	1	0.55212225390353	0.0217592329278876	0.0216139989188673	0.407789742571317	0.489759233052698	2	1	0.94787774609647	4	1	0.0521222539035298	0.0217592329278878	0.0216139989188674	0.907789742571318	0.989759233052698	3	1	0.562300995151678	3	2	0.437699004848322	0.0300814345402943	0.0300138661745109	0.500713521350723	0.615599628347775	3	0	0.281150497575839	3	2	0.718849502424161	0.0150407172701471	0.0150069330872555	0.250356760675362	0.307799814173888	3	1	0.781150497575839	3	3	0.218849502424161	0.0150407172701472	0.0150069330872555	0.750356760675362	0.807799814173887
5	1	184633717	184734488	0.56455730365844	2.94619785048517e-07	0.535888667147209	3.17990066572822	2	1	0.470018290027493	2	2	0.529981709972507	0.0781695833356411	0.0789201047522725	0.307610624358732	0.617683623166544	2	0	0.235009145013746	2	2	0.764990854986254	0.0390847916678205	0.0394600523761362	0.153805312179366	0.308841811583272	2	1	0.735009145013746	2	3	0.264990854986254	0.0390847916678205	0.0394600523761362	0.653805312179366	0.808841811583272	1	1	0.687128404458695	2	1	0.312871595541305	0.0674842641137643	0.0678973777067107	0.546550152895278	0.813593258107564	0	1	0.343564202229347	2	1	0.656435797770653	0.0337421320568822	0.0339486888533553	0.273275076447639	0.406796629053782	1	1	0.843564202229348	3	1	0.156435797770652	0.0337421320568822	0.0339486888533553	0.773275076447639	0.906796629053782
6	1	184734785	249216384	0.675207189452658	0	0.460183137944446	3.01169705706677	2	1	0.861593727214503	3	1	0.138406272785497	0.00298498191207669	0.00311048560387378	0.855591132305299	0.867920816784909	1	1	0.430796863607251	3	1	0.569203136392749	0.00149249095603801	0.00150011310728019	0.427723282404824	0.433512186178678	2	1	0.930796863607251	4	1	0.0692031363927486	0.00149249095603804	0.00150823319692456	0.928010863936847	0.933807106722317	2	0	0.0665771381549176	2	1	0.933422861845082	0.00134525855252994	0.0012929996978131	0.0639909664095195	0.0690326138281781	2	0	0.533288569077459	2	2	0.466711430922541	0.000672629276264991	0.000667616765161551	0.531934661577668	0.534570809969449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	2	11320	141408045	0.502896561135277	1	-0.117257608943413	1.98189898343606	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	2	141409166	141769592	0.647661757142095	2.59337247624386e-05	0.392761450011145	2.86915132130337	1	1	0.115577032107697	2	1	0.884422967892303	0.0259803527767423	0.0261417978498075	0.0673601009699858	0.170388656163785	0	1	0.0577885160538485	2	1	0.942211483946152	0.0129901763883712	0.0130708989249038	0.0336800504849929	0.0851943280818927	1	1	0.557788516053848	3	1	0.442211483946152	0.0129901763883715	0.0130708989249037	0.533680050484992	0.585194328081892	1	0	0.481140087420632	1	1	0.518859912579368	0.00768856154431918	0.00775953752609736	0.464271851131858	0.494932901747112	1	0	0.740570043710316	1	2	0.259429956289684	0.00384428077215959	0.00387976876304868	0.732135925565929	0.747466450873556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9	2	141776453	242838874	0.502833259967298	1	-0.110780389975431	1.99131354156067	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	3	64165	179388406	0.503051013591285	1	-0.116811806567594	1.98254559811445	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
