"chr","start","end","idist"
"chr1",2016309,2016310,9.73109652441908
"chr1",3225204,3225205,10.998158751971
"chr1",5424804,5424805,11.8958313498604
"chr1",9796503,9796504,11.6655435423907
"chr1",16015415,16015416,9.29706837548601
"chr1",16252682,16252683,11.6623363583069
"chr1",17252561,17252562,10.1510505083911
"chr1",22856487,22856488,10.1089150980446
"chr1",25949609,25949610,11.3013645748991
"chr1",26274363,26274364,10.3566628768004
"chr1",26572598,26572599,11.657882584664
"chr1",32498077,32498078,10.5594000464858
"chr1",32536614,32536615,11.39453599547
"chr1",32625448,32625449,11.1240814578783
"chr1",38736269,38736270,11.1681367420446
"chr1",39392797,39392798,11.1974747203708
"chr1",39465742,39465743,8.38708450606922
"chr1",39470131,39470132,11.9726135716884
"chr1",39940695,39940696,11.7277464798548
"chr1",40257394,40257395,11.5683885536694
"chr1",44417997,44417998,11.9321488261027
"chr1",47968592,47968593,8.76389700713946
"chr1",49225271,49225272,11.5093490773131
"chr1",51682697,51682698,11.9758981852008
"chr1",51841575,51841576,11.8435592624554
"chr1",52215746,52215747,8.25868149626424
"chr1",52522567,52522568,11.853539114092
"chr1",52922874,52922875,11.9581111612733
"chr1",53298249,53298250,8.96059613886479
"chr1",54078264,54078265,10.6749143489748
"chr1",54121520,54121521,11.9085085732239
"chr1",60265465,60265466,11.2941473711657
"chr1",60754564,60754565,8.2398574110186
"chr1",61367493,61367494,8.35890061242164
"chr1",64853122,64853123,11.6931364627673
"chr1",64972868,64972869,11.1636232753609
"chr1",66178164,66178165,11.7828380918104
"chr1",68228109,68228110,12.0457689077414
"chr1",68398485,68398486,10.255587045043
"chr1",68426925,68426926,11.2213826159693
"chr1",68501635,68501636,11.5441818546208
"chr1",68604809,68604810,10.8449000731841
"chr1",69057395,69057396,11.3921241288243
"chr1",69146015,69146016,11.5222023017504
"chr1",69246946,69246947,10.6723681691815
"chr1",70310855,70310856,10.450886156533
"chr1",70345429,70345430,12.0182540074318
"chr1",73168878,73168879,9.832367420033
"chr1",73187504,73187505,11.9040482113625
"chr1",73335367,73335368,11.7475706185412
"chr1",74138486,74138487,11.3564119959538
"chr1",74812657,74812658,10.0079376538926
"chr1",74834858,74834859,11.7509261011876
"chr1",75245232,75245233,11.1874446012882
"chr1",76275063,76275064,9.31488055125011
"chr1",76286164,76286165,8.83331693749932
"chr1",76551025,76551026,10.9267295341795
"chr1",76606668,76606669,12.014100672904
"chr1",77373540,77373541,11.9898488474051
"chr1",77534650,77534651,10.6890771684856
"chr1",78481470,78481471,10.742767642044
"chr1",79379386,79379387,10.8462254544251
"chr1",79430725,79430726,11.9155665893873
"chr1",80799613,80799614,12.0016711102432
"chr1",80962639,80962640,11.2520281240441
"chr1",82466805,82466806,9.93701903574492
"chr1",82909456,82909457,10.2240844399991
"chr1",82937014,82937015,11.0752263795283
"chr1",84029574,84029575,10.7627633896827
"chr1",84076802,84076803,11.8086054685331
"chr1",85561374,85561375,11.8497976216128
"chr1",85701429,85701430,12.0572129437595
"chr1",87763787,87763788,10.8892670329299
"chr1",88585771,88585772,10.8038318125806
"chr1",88634979,88634980,11.7479580606769
"chr1",88761473,88761474,10.3062824320884
"chr1",88791392,88791393,11.0437534898044
"chr1",88853943,88853944,9.63795828472548
"chr1",90112743,90112744,9.34040325627435
"chr1",91086153,91086154,11.3156323922461
"chr1",91168247,91168248,11.3577792898019
"chr1",91610929,91610930,10.8002284251656
"chr1",91659960,91659961,11.1959244281802
"chr1",91732792,91732793,9.71208488700598
"chr1",91749307,91749308,10.8017975963743
"chr1",92265588,92265589,10.7831765387657
"chr1",92313790,92313791,11.1453340092901
"chr1",92383029,92383030,10.498029129342
"chr1",92419272,92419273,11.3014757731843
"chr1",93110351,93110352,11.9296667572727
"chr1",93262051,93262052,11.256444857795
"chr1",93339427,93339428,10.5240909216204
"chr1",93806953,93806954,10.9012292308193
"chr1",93861195,93861196,10.5009769928996
"chr1",93897545,93897546,11.6907452372541
"chr1",95485939,95485940,11.2747697935355
"chr1",96767660,96767661,9.55265266507908
"chr1",97454124,97454125,11.0684648183551
"chr1",97518240,97518241,11.9662914530629
"chr1",97675599,97675600,10.6693739117364
"chr1",97718616,97718617,11.4281080431363
"chr1",98629312,98629313,11.7246601823325
"chr1",98752893,98752894,10.494048144321
"chr1",98788992,98788993,11.5354107651893
"chr1",99882719,99882720,11.6987326067156
"chr1",101344273,101344274,12.0551567282128
"chr1",101714886,101714887,10.7039408548343
"chr1",101955139,101955140,11.0023164844021
"chr1",102015151,102015152,9.82168078983204
"chr1",102898279,102898280,11.6995129099112
"chr1",103357732,103357733,11.0009992357602
"chr1",104349087,104349088,10.3097523408149
"chr1",104379110,104379111,10.335042670404
"chr1",105622301,105622302,11.4465292193305
"chr1",105715876,105715877,11.0639159098287
"chr1",106029319,106029320,11.1646296039767
"chr1",106960807,106960808,9.59641876628416
"chr1",108359164,108359165,11.9577907573053
"chr1",109356733,109356734,11.7747665156622
"chr1",109672922,109672923,12.0433948798892
"chr1",109842894,109842895,11.0649963900428
"chr1",109906788,109906789,10.2229952734667
"chr1",111010467,111010468,10.7069454761359
"chr1",111055131,111055132,11.2118473988481
"chr1",111129132,111129133,11.279213766994
"chr1",111208290,111208291,11.9591293641373
"chr1",111364526,111364527,11.326872956825
"chr1",111447548,111447549,10.4382542870735
"chr1",114073883,114073884,12.0104348194627
"chr1",114238344,114238345,11.8204983961198
